lr,step,pass,epoch,dose,input_gap,nogram_gap,net_gap,train_benefit,val_penalty
6e-05,2800,8.308605341246292,9,0.16575,3.8667221069335938,-0.023760199546813965,3.8904823064804077,1.7890212535858154,2.1014610528945923
6e-05,2850,8.456973293768545,9,0.16875,3.9417989253997803,0.05294591188430786,3.8888530135154724,1.7320921421051025,2.15676087141037
6e-05,2900,8.6053412462908,9,0.17175,3.970335364341736,-0.0009753704071044922,3.9713107347488403,1.793786883354187,2.1775238513946533
6e-05,2950,8.753709198813056,9,0.17475000000000002,3.9692025184631348,0.026097774505615234,3.9431047439575195,1.738856315612793,2.2042484283447266
6e-05,3000,8.90207715133531,9,0.17775,4.064900517463684,0.039668500423431396,4.025232017040253,1.7493218183517456,2.275910198688507
0.0001,50,0.14836795252225518,1,0.002178030303030303,-0.03620731830596924,-0.019733190536499023,-0.016474127769470215,0.7575106620788574,-0.7739847898483276
0.0001,100,0.29673590504451036,1,0.00625,-0.001110076904296875,0.015620946884155273,-0.01673102378845215,0.6794042587280273,-0.6961352825164795
0.0001,150,0.44510385756676557,1,0.011250000000000001,0.018866777420043945,0.0027310848236083984,0.016135692596435547,0.6029634475708008,-0.5868277549743652
0.0001,200,0.5934718100890207,1,0.01625,-0.034560441970825195,-0.010666847229003906,-0.02389359474182129,0.5029525756835938,-0.526846170425415
0.0001,250,0.7418397626112759,1,0.02125,-0.0068215131759643555,-0.0072896480560302734,0.00046813488006591797,0.48860692977905273,-0.4881387948989868
0.0001,300,0.8902077151335311,1,0.026250000000000002,-0.03840923309326172,-0.02426314353942871,-0.014146089553833008,0.4476284980773926,-0.4617745876312256
0.0001,350,1.0385756676557865,2,0.03125,0.17733776569366455,-0.02531898021697998,0.20265674591064453,0.6419329643249512,-0.43927621841430664
0.0001,400,1.1869436201780414,2,0.036250000000000004,0.6222606897354126,-0.016416430473327637,0.6386771202087402,0.9886279106140137,-0.34995079040527344
0.0001,450,1.3353115727002967,2,0.04125,0.8607727289199829,-0.01331794261932373,0.8740906715393066,1.1494159698486328,-0.27532529830932617
0.0001,500,1.4836795252225519,2,0.04625,0.8958195447921753,-0.005040526390075684,0.900860071182251,1.143385887145996,-0.24252581596374512
0.0001,550,1.632047477744807,2,0.051250000000000004,0.8817397356033325,0.0028533935546875,0.878886342048645,1.0917892456054688,-0.21290290355682373
0.0001,600,1.7804154302670623,2,0.05625,0.8823990821838379,-0.013580799102783203,0.8959798812866211,1.0839829444885254,-0.1880030632019043
0.0001,650,1.9287833827893175,2,0.061250000000000006,0.8605329990386963,-0.013703465461730957,0.8742364645004272,1.0231285095214844,-0.14889204502105713
0.0001,700,2.077151335311573,3,0.06625,1.2345881462097168,-0.034526944160461426,1.2691150903701782,1.3191876411437988,-0.050072550773620605
0.0001,750,2.2255192878338277,3,0.07125000000000001,1.4653204679489136,-0.025086522102355957,1.4904069900512695,1.4288914203643799,0.06151556968688965
0.0001,800,2.373887240356083,3,0.07625,1.6383886337280273,0.022368311882019043,1.6160203218460083,1.4812395572662354,0.13478076457977295
0.0001,850,2.522255192878338,3,0.08125,1.644499659538269,-0.007173895835876465,1.6516735553741455,1.4579017162322998,0.1937718391418457
0.0001,900,2.6706231454005933,3,0.08625000000000001,1.6875228881835938,-0.02623116970062256,1.7137540578842163,1.4509778022766113,0.262776255607605
0.0001,950,2.8189910979228485,3,0.09125,1.776740550994873,0.008098006248474121,1.768642544746399,1.4550249576568604,0.3136175870895386
0.0001,1000,2.9673590504451037,3,0.09625,1.793254017829895,0.046538710594177246,1.7467153072357178,1.3787081241607666,0.36800718307495117
0.0001,1050,3.115727002967359,4,0.10125,2.1021976470947266,0.009999632835388184,2.0921980142593384,1.5889852046966553,0.5032128095626831
0.0001,1100,3.264094955489614,4,0.10625000000000001,2.2592920064926147,0.012247323989868164,2.2470446825027466,1.6460418701171875,0.6010028123855591
0.0001,1150,3.4124629080118694,4,0.11125,2.358510732650757,0.03925979137420654,2.3192509412765503,1.6470005512237549,0.6722503900527954
0.0001,1200,3.5608308605341246,4,0.11625,2.3550795316696167,0.017937779426574707,2.337141752243042,1.571038007736206,0.7661037445068359
0.0001,1250,3.7091988130563798,4,0.12125000000000001,2.398931622505188,-0.030747175216674805,2.429678797721863,1.590949535369873,0.8387292623519897
0.0001,1300,3.857566765578635,4,0.12625,2.458088517189026,-0.02057826519012451,2.4786667823791504,1.5609192848205566,0.9177474975585938
0.0001,1350,4.005934718100891,5,0.13125,2.5424426794052124,-0.001620650291442871,2.5440633296966553,1.562753677368164,0.9813096523284912
0.0001,1400,4.154302670623146,5,0.13625,2.752771735191345,-0.0034945011138916016,2.756266236305237,1.6120121479034424,1.1442540884017944
0.0001,1450,4.3026706231454,5,0.14125000000000001,2.8702718019485474,-0.0020781755447387695,2.872349977493286,1.632967472076416,1.2393825054168701
0.0001,1500,4.451038575667655,5,0.14625000000000002,2.8947163820266724,-0.02922976016998291,2.9239461421966553,1.6198811531066895,1.3040649890899658
0.0001,1550,4.599406528189911,5,0.15125,2.9555411338806152,0.0018943548202514648,2.9536467790603638,1.5787839889526367,1.374862790107727
0.0001,1600,4.747774480712166,5,0.15625,3.010567784309387,-0.01366657018661499,3.024234354496002,1.5524001121520996,1.4718342423439026
0.0001,1650,4.896142433234421,5,0.16125,3.074077010154724,-0.007089793682098389,3.0811668038368225,1.5520977973937988,1.5290690064430237
0.0001,1700,5.044510385756676,6,0.16625,3.181408405303955,-0.026230931282043457,3.2076393365859985,1.6023223400115967,1.6053169965744019
0.0001,1750,5.192878338278931,6,0.17125,3.2913838624954224,-0.029117286205291748,3.320501148700714,1.5921683311462402,1.7283328175544739
0.0001,1800,5.341246290801187,6,0.17625000000000002,3.301134467124939,-0.018165647983551025,3.31930011510849,1.5787487030029297,1.7405514121055603
0.0001,1850,5.489614243323442,6,0.18125000000000002,3.4134289026260376,0.027828872203826904,3.3856000304222107,1.5817883014678955,1.8038117289543152
0.0001,1900,5.637982195845697,6,0.18625,3.4324512481689453,-0.010413944721221924,3.4428651928901672,1.5706408023834229,1.8722243905067444
0.0001,1950,5.786350148367952,6,0.19125,3.519164204597473,0.014246463775634766,3.5049177408218384,1.5899310111999512,1.9149867296218872
0.0001,2000,5.9347181008902075,6,0.19625,3.5816433429718018,0.0733633041381836,3.508280038833618,1.5321743488311768,1.9761056900024414
0.0001,2050,6.083086053412463,7,0.20125,3.6143492460250854,0.0006630420684814453,3.613686203956604,1.6013128757476807,2.0123733282089233
0.0001,2100,6.231454005934718,7,0.20625000000000002,3.749908447265625,0.058323800563812256,3.6915846467018127,1.591698408126831,2.0998862385749817
0.0001,2150,6.379821958456973,7,0.21125000000000002,3.8187443017959595,0.04294300079345703,3.7758013010025024,1.6267223358154297,2.1490789651870728
0.0001,2200,6.528189910979228,7,0.21625,3.8180935382843018,0.00206834077835083,3.816025197505951,1.650447130203247,2.165578067302704
0.0001,2250,6.6765578635014835,7,0.22125,3.9047948122024536,0.043563783168792725,3.861231029033661,1.6448850631713867,2.216345965862274
0.0001,2300,6.824925816023739,7,0.22625,3.933591842651367,0.015851199626922607,3.9177406430244446,1.6570039987564087,2.260736644268036
0.0001,2350,6.973293768545994,7,0.23125,3.9886929988861084,0.04968839883804321,3.939004600048065,1.647481918334961,2.2915226817131042
0.0001,2400,7.121661721068249,8,0.23625000000000002,4.17306923866272,0.059741318225860596,4.113327920436859,1.694924235343933,2.418403685092926
0.0001,2450,7.270029673590504,8,0.24125000000000002,4.177536725997925,0.01801246404647827,4.1595242619514465,1.7198349237442017,2.439689338207245
0.0001,2500,7.4183976261127595,8,0.24625000000000002,4.190384864807129,0.10872310400009155,4.081661760807037,1.6270478963851929,2.4546138644218445
0.0001,2550,7.566765578635015,8,0.25125000000000003,4.29952073097229,0.04550516605377197,4.254015564918518,1.7163028717041016,2.5377126932144165
0.0001,2600,7.71513353115727,8,0.25625000000000003,4.353871822357178,0.0870962142944336,4.266775608062744,1.7126959562301636,2.5540796518325806
0.0001,2650,7.863501483679525,8,0.26125000000000004,4.324760913848877,0.016617298126220703,4.308143615722656,1.759865641593933,2.548277974128723
0.0001,2700,8.011869436201781,9,0.26625,4.45930278301239,0.10599309206008911,4.353309690952301,1.7310044765472412,2.62230521440506
0.0001,2750,8.160237388724036,9,0.27125,4.558191418647766,0.0505254864692688,4.507665932178497,1.7953615188598633,2.712304413318634
0.0001,2800,8.308605341246292,9,0.27625,4.5827754735946655,0.03144121170043945,4.551334261894226,1.8230607509613037,2.7282735109329224
0.0001,2850,8.456973293768545,9,0.28125,4.664303541183472,0.10117912292480469,4.563124418258667,1.7734190225601196,2.7897053956985474
0.0001,2900,8.6053412462908,9,0.28625,4.690080046653748,0.055605530738830566,4.634474515914917,1.856176733970642,2.778297781944275
0.0001,2950,8.753709198813056,9,0.29125,4.735882759094238,0.07386690378189087,4.662015855312347,1.8410673141479492,2.820948541164398
0.0001,3000,8.90207715133531,9,0.29625,4.749833464622498,0.09501773118972778,4.65481573343277,1.807539939880371,2.8472757935523987
0.0003,50,0.14836795252225518,1,0.006534090909090909,-0.04025840759277344,-0.025168180465698242,-0.015090227127075195,0.8000717163085938,-0.815161943435669
0.0003,100,0.29673590504451036,1,0.01875,0.003281116485595703,0.04061710834503174,-0.037335991859436035,0.605858325958252,-0.643194317817688
0.0003,150,0.44510385756676557,1,0.033749999999999995,0.0246964693069458,-0.0033975839614868164,0.028094053268432617,0.5001101493835449,-0.4720160961151123
0.0003,200,0.5934718100890207,1,0.048749999999999995,-0.04369771480560303,-0.019350647926330566,-0.02434706687927246,0.35816049575805664,-0.3825075626373291
0.0003,250,0.7418397626112759,1,0.06375,-0.013369441032409668,-0.015652179718017578,0.00228273868560791,0.36714744567871094,-0.364864706993103
0.0003,300,0.8902077151335311,1,0.07874999999999999,-0.04586482048034668,-0.013426542282104492,-0.03243827819824219,0.3449110984802246,-0.3773493766784668
0.0003,350,1.0385756676557865,2,0.09374999999999999,0.15813350677490234,-0.0266038179397583,0.18473732471466064,0.530942440032959,-0.34620511531829834
0.0003,400,1.1869436201780414,2,0.10874999999999999,0.7855727672576904,-0.029583454132080078,0.8151562213897705,0.9735269546508789,-0.1583707332611084
0.0003,450,1.3353115727002967,2,0.12374999999999999,1.0316381454467773,-0.021814465522766113,1.0534526109695435,1.1005561351776123,-0.04710352420806885
0.0003,500,1.4836795252225519,2,0.13874999999999998,1.065151333808899,-0.01454305648803711,1.079694390296936,1.0351636409759521,0.04453074932098389
0.0003,550,1.632047477744807,2,0.15375,1.0632418394088745,-0.01706695556640625,1.0803087949752808,0.9947316646575928,0.08557713031768799
0.0003,600,1.7804154302670623,2,0.16874999999999998,1.0731621980667114,-0.010778069496154785,1.0839402675628662,0.9209933280944824,0.1629469394683838
0.0003,650,1.9287833827893175,2,0.18375,1.0838985443115234,-0.006572246551513672,1.090470790863037,0.8570647239685059,0.23340606689453125
0.0003,700,2.077151335311573,3,0.19874999999999998,1.6613188982009888,-0.040641188621520996,1.7019600868225098,1.2796833515167236,0.42227673530578613
0.0003,750,2.2255192878338277,3,0.21374999999999997,2.019343852996826,-0.038713693618774414,2.0580575466156006,1.4566819667816162,0.6013755798339844
0.0003,800,2.373887240356083,3,0.22874999999999998,2.1862629652023315,0.04009604454040527,2.1461669206619263,1.4101126194000244,0.7360543012619019
0.0003,850,2.522255192878338,3,0.24374999999999997,2.202396273612976,-0.0009878873825073242,2.2033841609954834,1.375657320022583,0.8277268409729004
0.0003,900,2.6706231454005933,3,0.25875,2.2802196741104126,-0.016190290451049805,2.2964099645614624,1.3707756996154785,0.9256342649459839
0.0003,950,2.8189910979228485,3,0.27375,2.3478446006774902,0.020888805389404297,2.326955795288086,1.3114683628082275,1.0154874324798584
0.0003,1000,2.9673590504451037,3,0.28874999999999995,2.4395360946655273,0.04956841468811035,2.389967679977417,1.2678964138031006,1.1220712661743164
0.0003,1050,3.115727002967359,4,0.30374999999999996,2.932262897491455,0.008133351802825928,2.924129545688629,1.457409143447876,1.4667204022407532
0.0003,1100,3.264094955489614,4,0.31875,3.0335752964019775,0.045944392681121826,2.9876309037208557,1.44846773147583,1.5391631722450256
0.0003,1150,3.4124629080118694,4,0.33375,3.192795157432556,0.06634104251861572,3.1264541149139404,1.4610190391540527,1.6654350757598877
0.0003,1200,3.5608308605341246,4,0.34874999999999995,3.246639847755432,0.0018444061279296875,3.2447954416275024,1.4691081047058105,1.775687336921692
0.0003,1250,3.7091988130563798,4,0.36374999999999996,3.2432572841644287,-0.03834176063537598,3.2815990447998047,1.4768178462982178,1.804781198501587
0.0003,1300,3.857566765578635,4,0.37875,3.3812915086746216,-0.02774268388748169,3.4090341925621033,1.492424488067627,1.9166097044944763
0.0003,1350,4.005934718100891,5,0.39375,3.485486388206482,0.023472487926483154,3.462013900279999,1.4673755168914795,1.9946383833885193
0.0003,1400,4.154302670623146,5,0.40874999999999995,3.734393358230591,0.01567286252975464,3.718720495700836,1.5628454685211182,2.155875027179718
0.0003,1450,4.3026706231454,5,0.42374999999999996,3.8391252756118774,0.018317222595214844,3.8208080530166626,1.612761378288269,2.2080466747283936
0.0003,1500,4.451038575667655,5,0.43875,3.87701952457428,0.01315993070602417,3.8638595938682556,1.6030685901641846,2.260791003704071
0.0003,1550,4.599406528189911,5,0.45375,3.9800522327423096,0.0480114221572876,3.932040810585022,1.604995608329773,2.327045202255249
0.0003,1600,4.747774480712166,5,0.46874999999999994,4.056359052658081,0.040467262268066406,4.015891790390015,1.605007290840149,2.4108844995498657
0.0003,1650,4.896142433234421,5,0.48374999999999996,4.1682000160217285,0.06904441118240356,4.099155604839325,1.6409393548965454,2.4582162499427795
0.0003,1700,5.044510385756676,6,0.49874999999999997,4.233417510986328,0.03782135248184204,4.195596158504486,1.6769860982894897,2.5186100602149963
0.0003,1750,5.192878338278931,6,0.5137499999999999,4.462064981460571,0.031363725662231445,4.43070125579834,1.730216145515442,2.700485110282898
0.0003,1800,5.341246290801187,6,0.5287499999999999,4.557693004608154,0.046177446842193604,4.511515557765961,1.737620234489441,2.7738953232765198
0.0003,1850,5.489614243323442,6,0.54375,4.601812243461609,0.11043405532836914,4.49137818813324,1.6837060451507568,2.807672142982483
0.0003,1900,5.637982195845697,6,0.55875,4.72118866443634,0.07537287473678589,4.645815789699554,1.768695592880249,2.8771201968193054
0.0003,1950,5.786350148367952,6,0.57375,4.790329933166504,0.0974302887916565,4.692899644374847,1.7611827850341797,2.9317168593406677
0.0003,2000,5.9347181008902075,6,0.58875,4.86559534072876,0.16314178705215454,4.702453553676605,1.7184547185897827,2.9839988350868225
0.0003,2050,6.083086053412463,7,0.6037499999999999,5.038912892341614,0.0939834713935852,4.944929420948029,1.8526583909988403,3.0922710299491882
0.0003,2100,6.231454005934718,7,0.6187499999999999,5.2160868644714355,0.15672916173934937,5.059357702732086,1.8305778503417969,3.2287798523902893
0.0003,2150,6.379821958456973,7,0.6337499999999999,5.132480978965759,0.13938862085342407,4.993092358112335,1.8167922496795654,3.1763001084327698
0.0003,2200,6.528189910979228,7,0.6487499999999999,5.194057583808899,0.09735763072967529,5.096699953079224,1.8835269212722778,3.213173031806946
0.0003,2250,6.6765578635014835,7,0.66375,5.354288458824158,0.15995043516159058,5.194338023662567,1.884373426437378,3.309964597225189
0.0003,2300,6.824925816023739,7,0.67875,5.483229756355286,0.1426411271095276,5.340588629245758,1.9439347982406616,3.3966538310050964
0.0003,2350,6.973293768545994,7,0.69375,5.580954074859619,0.17622071504592896,5.40473335981369,1.9682060480117798,3.4365273118019104
0.0003,2400,7.121661721068249,8,0.70875,5.818569660186768,0.2053992748260498,5.613170385360718,1.97797691822052,3.6351934671401978
0.0003,2450,7.270029673590504,8,0.7237499999999999,5.842046499252319,0.15031909942626953,5.69172739982605,2.009464979171753,3.682262420654297
0.0003,2500,7.4183976261127595,8,0.7387499999999999,5.8358296155929565,0.24886983633041382,5.586959779262543,1.9528582096099854,3.6341015696525574
0.0003,2550,7.566765578635015,8,0.7537499999999999,5.97990083694458,0.1921824812889099,5.78771835565567,2.0553146600723267,3.7324036955833435
0.0003,2600,7.71513353115727,8,0.7687499999999999,6.085041165351868,0.25312137603759766,5.83191978931427,2.014288306236267,3.817631483078003
0.0003,2650,7.863501483679525,8,0.78375,6.2454458475112915,0.18776607513427734,6.057679772377014,2.1085058450698853,3.949173927307129
0.0003,2700,8.011869436201781,9,0.79875,6.289591431617737,0.26837170124053955,6.021219730377197,2.106934666633606,3.9142850637435913
0.0003,2750,8.160237388724036,9,0.81375,6.537378549575806,0.21470844745635986,6.322670102119446,2.1972110271453857,4.12545907497406
0.0003,2800,8.308605341246292,9,0.8287499999999999,6.607079863548279,0.19008862972259521,6.416991233825684,2.2320432662963867,4.184947967529297
0.0003,2850,8.456973293768545,9,0.8437499999999999,6.6366376876831055,0.27800852060317993,6.3586291670799255,2.148282766342163,4.2103464007377625
0.0003,2900,8.6053412462908,9,0.8587499999999999,6.78132301568985,0.2450745701789856,6.536248445510864,2.260995328426361,4.275253117084503
0.0003,2950,8.753709198813056,9,0.8737499999999999,6.802977383136749,0.2638126015663147,6.539164781570435,2.23153156042099,4.307633221149445
0.0003,3000,8.90207715133531,9,0.8887499999999999,6.958489239215851,0.2783040404319763,6.6801851987838745,2.248556911945343,4.4316282868385315
0.0003,3050,9.050445103857566,10,0.9037499999999999,7.100596249103546,0.25190407037734985,6.848692178726196,2.3556466698646545,4.493045508861542
0.0003,3100,9.198813056379821,10,0.91875,7.372914373874664,0.29862576723098755,7.074288606643677,2.3699576258659363,4.7043309807777405
0.0003,3150,9.347181008902076,10,0.93375,7.366910934448242,0.34456533193588257,7.02234560251236,2.3147363662719727,4.707609236240387
0.0003,3200,9.495548961424332,10,0.9487499999999999,7.344193935394287,0.31274425983428955,7.031449675559998,2.335077404975891,4.6963722705841064
0.0003,3250,9.643916913946587,10,0.9637499999999999,7.512443661689758,0.33876222372055054,7.173681437969208,2.3584645986557007,4.815216839313507
0.0003,3300,9.792284866468842,10,0.9787499999999999,7.652413427829742,0.329511821269989,7.322901606559753,2.422833740711212,4.900067865848541
0.0003,3350,9.940652818991097,10,0.9937499999999999,7.732722818851471,0.34450697898864746,7.3882158398628235,2.4552915692329407,4.932924270629883
0.0003,3400,10.089020771513352,11,1.0087499999999998,7.864197313785553,0.4168442487716675,7.4473530650138855,2.407677948474884,5.0396751165390015
0.0003,3450,10.237388724035608,11,1.02375,8.058228313922882,0.38142693042755127,7.676801383495331,2.4359095692634583,5.240891814231873
0.0003,3500,10.385756676557863,11,1.0387499999999998,8.06064784526825,0.32815641164779663,7.732491433620453,2.509177088737488,5.223314344882965
0.0003,3550,10.534124629080118,11,1.05375,8.158145904541016,0.42103415727615356,7.737111747264862,2.4432151317596436,5.2938966155052185
0.0003,3600,10.682492581602373,11,1.0687499999999999,8.259497553110123,0.41865378618240356,7.840843766927719,2.491706997156143,5.349136769771576
0.0003,3650,10.830860534124628,11,1.08375,8.345508992671967,0.3509558439254761,7.9945531487464905,2.5623900294303894,5.432163119316101
0.0003,3700,10.979228486646884,11,1.09875,8.43534529209137,0.3791921138763428,8.056153178215027,2.5591057538986206,5.497047424316406
0.0003,3750,11.127596439169139,12,1.1137499999999998,8.661082088947296,0.4307420253753662,8.23034006357193,2.532290756702423,5.698049306869507
0.0003,3800,11.275964391691394,12,1.12875,8.717770427465439,0.45656007528305054,8.261210352182388,2.53436741232872,5.726842939853668
0.0003,3850,11.42433234421365,12,1.1437499999999998,8.75946393609047,0.500991940498352,8.258471995592117,2.4981018602848053,5.760370135307312
0.0003,3900,11.572700296735905,12,1.15875,8.875405967235565,0.44128358364105225,8.434122383594513,2.580117404460907,5.854004979133606
0.0003,3950,11.72106824925816,12,1.1737499999999998,8.850839108228683,0.4733046293258667,8.377534478902817,2.567738026380539,5.809796452522278
0.0003,4000,11.869436201780415,12,1.18875,8.979981392621994,0.5123975276947021,8.467583864927292,2.551659792661667,5.915924072265625
0.0003,4050,12.01780415430267,13,1.2037499999999999,9.058671206235886,0.4190492630004883,8.639621943235397,2.6624302566051483,5.977191686630249
